comment_text,true_label,pred_label,true_label_nome,pred_label_nome
E o cuidado com a família do homem que morreu como estão os cuidados com eles?,1,1,neutro,neutro
"Moro dentro e da Amazônia  e posso afirmar com TODA propriedade  que as Onças matam seres humanos, comem só uma parte e joga o resto fora.",1,1,neutro,neutro
E também esse tal biólogo Henrique ficou só fazendo piadinhas no começo da entrevista!!,1,1,neutro,neutro
"TEVE QUE FAZER UMA VÍTIMA, PARA SER CAPTURADA, INFELIZMENTE!!",1,1,neutro,neutro
Muito obrigado pelas informações,2,1,positivo,neutro
Cara eu queria que rudo tivesse ficado bem com o senhor que morreu ele parecei ser tão gente boa,1,1,neutro,neutro
"Jutai so sertao de Pernambuco! Por volta de 2010, uma onça sussuarana que pesava aproximadamente uns 70 kilos, matou e comeu as partes das pernas e seios de uma adolescente de 13 anos que esperava o ônibus escolar, como de costume na zona rural, o ponto do ônibus fica distante das casas que ficam dentro das propriedades e os pontos nas estradas centrais. Era meio dia, acharam o corpo no outro dia, escondido entre pequenas pedras e galhos. Fizeram uma caçada e mataram a onça, um tio da vítima chegou a ser preso pelo fato de matar o animal, foi grande a revolta da população. Jutai é parte do município de lagoa Grande ou Santa Maria da Boa Vista.",1,1,neutro,neutro
"Concordo plenamente com vc,...não pode matar em legítima defesa, mas o bicho pode matar o ser humano a traiçoeira...... é demais pra mim isso.",1,1,neutro,neutro
Sacanagem é a polícia ambiental e o Ibama prender a onça em cativeiro 😂  o animal não tem direito de ser livre... O culpado é o próprio ser humano que toma de conta da área dos animais e desmata tudo,1,1,neutro,neutro
Alexandre de Moraes deu 48 horas para a onça se explicar,1,1,neutro,neutro
"Meus sentimentos aos familiares ,mas a onca nao tem culpa,infelizmente nós humanos que cada vez mais estamos adentrando e acabando com o espaco dos bichos !!! 😢😢",1,1,neutro,neutro
Que reportagem excelente viu,2,2,positivo,positivo
Tragédia.Que Deus conforte o coração de todos os familiriares de amigos!!!😪,1,1,neutro,neutro
"Eu num lugar deste  , ou iria embora  ou  quebrava  esses bichos na bala  , pois o mais importante seria a minha vida , que Deus console todos da sua família e amigos  !!!..😢🙏🙏🙏",1,1,neutro,neutro
A natureza não é bela. A natureza é cruel e implacável. Respeite a natureza,1,1,neutro,neutro
KKKKKKKKKKKKKKKKKKKKKKK,1,1,neutro,neutro
É só ir morar na cidade,1,1,neutro,neutro
O &quot;FATO&quot; só confirma uma coisa. Como o uso de arma de fogo pra defesa pessoal pode ser uma questão tão difícil no Brasil? Dentro da propriedade não era pra ser siquer questionado pela justiça.. arma fogo garanti a defesa que o ESTADO nunca pode oferecer.,1,1,neutro,neutro
"​@@marlieteandrade1608Não é parceiro, são maiores, lá elas são mais isoladas que as pantaneiras",1,1,neutro,neutro
Não,1,1,neutro,neutro
"Será que é a mesma onça? Não tem como saber, só se abrir o estômago da onça, mas ela comeu o cara como que a onça estaria magra¿",1,1,neutro,neutro
"Ele morava ha 20 anos no local, estava acostumado com a fauna. Eu acredito que essa onca convivia ha anos com ele no dia a dia, ela deve ter ficado sem caçar pq esta adoentada como falado, o instinto e fome falou mais alto, atacou o caseiro na oportunidade pq ele nao tinha medo e ela sabia.",1,1,neutro,neutro
​@@rafaelrocha8168rapaz... O que esse cara falou pra deixar os batedores de continência pra pneu irritados? Esse Henrique nem deve ser um cara de esquerda.,1,1,neutro,neutro
Então tu é a favor da pena d morte no  Brasil? Pq aqui estuprador..assassino é td preservado,1,1,neutro,neutro
"VOU FAZER UMA CRÍTICA AO BIÓLOGO HENRIQUE. NÃO ESTOU VENDO, VC RELATAR COM ÊNFASE NA; DESTRUIÇÃO DO MEIO-AMBIENTE, CAUSADO PELOS AGROPECUÁRISTAS, AGRONEGÓCIO??... A ONÇA, FICOU SEM TER, O QUÊ COMER, O SEU HABITAT NATURAL?.. (ESTÁ SENDO DESTRUÍDO!!)... CADÊ SUA CRÍTICA???.... VC FOI NUMA EMISSORA DE TELEVISÃO E, NÃO ARGUMENTOU O ÓBVIO. O MAIS IMPORTANTE, FICOU PERDENDO TEMPO EM &quot;PERSEGUIR&quot; (Responsabilizar) A POBRE ONÇA.??.. COMO SE ELA, FOSSE A CULPADA??",0,1,negativo,neutro
​@@IzeteZimermannse trata doente 😂😂😂😂,1,1,neutro,neutro
Falou tudo,1,1,neutro,neutro
É MUITO SERTO É PRÁ SACRICAR O ANIMAL MATAR,1,1,neutro,neutro
😂 a onça levando o cara😂😂 nao e pra da risada mais tu e doido 😢,1,1,neutro,neutro
"Aí é desinteligencia artificial,montagem ruim e nada a ver c o ataque,nota zero",0,0,negativo,negativo
E o medo mano<br>Cara apavorou difícil raciocinar nessa hora.,1,1,neutro,neutro
"@@israelpereiradasilva9318 vá vc lá, quem sabe...",1,1,neutro,neutro
Onça agora ta virando praga todo lugar tem....,1,1,neutro,neutro
"Nem um cão de guarda , num lugar desses .",1,1,neutro,neutro
Si alguém falar  que tá no lugar dela  é  mentiroso   Deus fez a  natureza pra todos amém,1,1,neutro,neutro
nao tem semelhança nenhuma esse cara vivia com os ursos praticamente kkkk,1,1,neutro,neutro
Essa onça já tá acostumada,1,1,neutro,neutro
Eu acho que essa onça que foi capturada estava no lugar errado e na hora errada. <br>Varias onças frequentavam o local e a primeira que chegou lá  pagou o pato. Levou a culpa.<br>Deus tenha misericórdia  desse povo que vive nessa região !<br>Que Deus os proteja !,1,1,neutro,neutro
Chamar o bombeiros pra  que.  Se vão demorar uns dois dias  pra  chegar.  Aí a onça já  começou  a pessoa.  Kkkkkk,1,1,neutro,neutro
Muita hipocrisia nesse caso,1,1,neutro,neutro
"O pessoal levou apenas para verificar se foi ela mesmo que devorou o caseiro, além de tratá-la contra a desidratação (está com sérios problemas renais). Em breve, a onça será devolvida à natureza.",1,1,neutro,neutro
"@@ratodebic É a casa dela, sim. Mas se fosse só deixar por isso, a gente ainda tava morando em caverna fugindo de predador.",1,1,neutro,neutro
EU ASSISTI ATÉ O FINAL! SOU PERSISTENTE! E EU VOU VENCER! {O VENCEDOR VENCE DOR!},1,1,neutro,neutro
"Atualizando, capturaram uma onça ontem e pelo que falaram PMA se trata de um macho magro, o que coaduna com meu entendimento, pois as onças ribeirinhas são bem gordas devido a abundância de alimentos. Agora a verdade vai aparecer, estão todos enganados, com a retirada do animal que atacou o Sr. Jorge, certamente o que passou a dominar o território após a luta travada e relatada, as outras onças ambientadas retornarão ao local e serão filmadas. Escutem!",1,1,neutro,neutro
Coloca ela no Gabinete do Lula,1,1,neutro,neutro
"Bem na verdade é muita choradeira, pessoas matam outras pessoas e fazem coisa pior todo dia e ninguém da tanta importância assim",1,1,neutro,neutro
"Nem sempre a onça que ataca é aquela que se alimenta.<br><br>A minha teoria é:<br><br>A onça atacou a vítima e arrastou o corpo dele. Só que, no meio do caminho, apareceu outro macho. Ele era mais forte, partiu pra cima da primeira onça, brigou com ela e conseguiu roubar a presa. A onça que atacou o Jorge ficou sem a caça, ferida, e ainda por cima com fome.",1,0,neutro,negativo
Eu já morei na roça eu sei muito bem que esse animal é perigoso se eu morasse numa roça e esse animal aparecesse claro que eu ia sacrificar ela para mim poder morar no meu território,1,1,neutro,neutro
"Cala a boca cara, quem está invadindo o habitat natural das onças é o ser humano, quem está destruíndo o planeta e causando extinção de animais é o ser humano.",1,1,neutro,neutro
"​@@Jeferson-p6ptem a onça do cerrado, mas ela é bem menor em quantidade que a do Pantanal, por isso ninguém fala nada.",1,1,neutro,neutro
Como saber que foi essa onça ai ? Ja que la tem varias onças,1,1,neutro,neutro
"Vdd ótimo comentário, prá muitos a vida do animal é mais importante q a do homano.",1,1,neutro,neutro
Porque estão destruindo os habitats naturais delas pra construir condomínios de luxo 😢,1,1,neutro,neutro
A onça já havia finalizado na ponte mordendo o crânio e depois arrastou o corpo . Isso é culpa das pessoas que alimenta esses animais acaba procurando o ser humano a lhes darem comida e eventualmente podem atacar,1,1,neutro,neutro
"Mas é um animal muito bonito e não devemos esquecer que é selvagem, devemos respeitar o espaço deles que o homem tá destruindo.",1,1,neutro,neutro
"quero ver essas mesmas pessoas que falam que &quot;ai não pode matar a oncinha, nós é que invadimos o espaço dela&quot; quando a onça estiver se aproximando de um filho ou filha sua, se vc vai pensar e agir de forma em não ferir ou abater o animal.<br>É como diz o velho ditado, pimenta do cool do outros é refresco!",1,1,neutro,neutro
"Acho que a bichona já estava de olho nele, porque fez até visita em seu terreiro tempo antes só pode.",1,1,neutro,neutro
Eu sonhei que os animais da selva estavam famintos. E eu sentia até dó. Mas eles estavam proximos as cidades...Tadinho desse senhor. Ele confiou demais.,1,1,neutro,neutro
Nao se brinca com coisa seria.,1,1,neutro,neutro
"É, as palavras tem poder, seja para o bem ou para o mal",1,1,neutro,neutro
"É o bicho mais brabo da nossa fauna, eu gosto de pescar aí no Mato Grosso, muito perigoso esse animal, tem que ficar esperto.",1,1,neutro,neutro
"Se fosse o contrário,o caseiro já estaria preso sem direito a fiança!! A onça tem mais valor do que a vida de um ser humano!!",1,1,neutro,neutro
Biolo Enrique aqui em roraima tem urso e pouca gente sabe,1,1,neutro,neutro
"onça n vive em bando, amigo, elas se encontram em período de acasalamento, faz o rito de reprodução e vazam, n ficam juntas, muito menos 3",1,1,neutro,neutro
"Na minha visão, é preciso fazer um levantamento nessa região e verificar se as onças tbm estavam se aproximando do convívio humano em outras áreas, ou predando pets dos moradores. LEMBRANDO QUE O AMBIENTE EM QUESTÃO É DA VIDA NATURAL DAS ESPÉCIES ENDÊMICAS DO LUGAR. o ser humano que se instalou lá. É complicado pq fatores como cheiro de alimentos crus impregnados no corpo de uma pessoa podem confundir os instintos da onça. Bom, pelo menos, eu penso isso, LÓGICO, não sou um especialista. Mas é um fato fora da curva em relação ao comportamento desses animais. Me lembrou aquele filme a sombra e a escuridão. <br>Meus sentimentos e respeito aos familiares do seu Jorge, um homem que estava vivendo seu dia a dia e sofreu essa tragédia, infelizmente.😢",1,1,neutro,neutro
"A seva é alimento deixado pra atrair algum animal, no caso, uma onça sevada é uma onça que é tratada por alguém",1,1,neutro,neutro
Tava magra e pegou o siorzinho porque tava com fome o ser humano tá acabando com tudo que tem no mato,1,1,neutro,neutro
O cara quer ensinar o Biólogo Henrique os procedimentos.,1,1,neutro,neutro
Povo imbecil querem adivinhar até a hora da morte dos outros só sabem fazer montagem,0,0,negativo,negativo
"Henrique, tenho um vídeo muito legal pra você identificar uma coral! Como envio pra você?",1,1,neutro,neutro
"As pessoas tem que entender  que eles envadem o território  dos animais, tem q respeitar ...pohha isso  é  uma agressão  contra a natureza ... eu lamento  muito  pela  seu Jorge  tadinho ele só  foi uma vítima desses fazendeiros  que desmatam a florestas  para  fazer fazenda. E ainda querem ter ração,  mesmo agredindo a  a natureza.",1,1,neutro,neutro
N falaram sobre a onça não ser a mesma que matou sr Jorge!!,1,1,neutro,neutro
"Muito sensaciolismo,imagens de cães da pradaria que nem tem no pantanal.",0,1,negativo,neutro
Quero ver  averdade Jorge  e a onça,1,1,neutro,neutro
😢 56😭😭😭🤯,1,1,neutro,neutro
Ah que legal da sua parte falar com todo cuidado possível por respeito a família. Eu tava sem coragem psicológica para acompanhar esse caso,2,1,positivo,neutro
Sem controle,1,1,neutro,neutro
"Esses comem tudo do pobre,o sangue,a carne e a alma.",1,1,neutro,neutro
"Agora a pouco tempo aqui no Piauí uma senhora q mora no RJ estava por aqui a passeio e matou   uma onça en legítima defesa, diz a Internet, porém o imbama aplicou uma multa tenebrosa na senhora, agora é hora da família do Jorge entrar com o processo e pedir uma indenização das leis ambientais, eles não são donos das onça então tem q ser responsáveis pelos danos causados",1,1,neutro,neutro
"​@@Senhormeupastornadafaltará-q4k também pensei isso, é importante uma experiência prática.",1,1,neutro,neutro
O analisar e faça nela e muita  burrice  deixar a  onça  viva,1,1,neutro,neutro
"<a href=""https://www.youtube.com/watch?v=IhrECIS2-4Y&amp;t=480"">8:00</a>",1,1,neutro,neutro
"Onças saudáveis,tigres e leoes saudáveis sempre predaram o ser humano tb.",1,1,neutro,neutro
Já mataram a onça??,1,1,neutro,neutro
Coitado 😢😢😢😢😢,1,1,neutro,neutro
Rídiculo.,0,1,negativo,neutro
Aí que onça vai fala achei prato.,1,1,neutro,neutro
Se ele tivesse matado a onça tinha  sido preso e massacrado pela Internet,1,1,neutro,neutro
"Não corro  nem de cachorro! Não adianta nada, enfrenta e intimida.",1,1,neutro,neutro
"lá não é o caso, pois é no pantanal e justamente pela preservação é que esses animais estavam lá, seu habitat natural.",1,1,neutro,neutro
Tem um jeito,1,1,neutro,neutro
Nada porque ataca veloz e ela já quebrou em pegar nao deu tempo de gritar a força acho pegou a cabeça ou pescoço.,1,1,neutro,neutro
"Ouvi uma fala q pra mim foi exatamente oq aconteceu (a onça amansou ele )e axo q ele perdeu a noção do perigo q no mínimo sempre q fosse pro quintal uma boa faca pantaneira como companheira, e fica aqui nosso profundo sentimento ao familiares.",1,1,neutro,neutro
Qualquer índio sabe que as onças atacam sim seres humanos! Biólogo nenhum se compara com quem vive na natureza!,1,1,neutro,neutro
"Só acho que deveria fazer eutanásia, ele mandou uma pessoa na casa dela.",1,1,neutro,neutro
PERGUNTA QUE NÃO QUER CALAR... ONÇA OU ONÇO KKKKKKKKKK🤭🤭🤭🤭,1,1,neutro,neutro
Quanto  dinheiro gastado pra proteger uma fera dessa e o Jorge  k era um trabalhador pensou nele  se ele estivesse  matado  ela estava na cadeia  mas ela não  está  sendo protegida . E a família  dele alguém aí  pensou????,1,1,neutro,neutro
"Tem q havaliar se ela não vai comer mais ninguém, e um absurdo",1,1,neutro,neutro
Temos que preservar nosso ambiente  infelizmente a onça não agiu por maldade é puro instinto,1,1,neutro,neutro
A palavra tem poder  cuidado  o que sai da boca,1,1,neutro,neutro
Estou com a pulga atrás da orelha.,1,1,neutro,neutro
Ou ter se cuidado melhor,1,1,neutro,neutro
"Ele tava preparando o café da manhã, e a onça preparando o seu TBM",1,1,neutro,neutro
Eu quero saber a verdade,1,1,neutro,neutro
Os humanos matam milhões de animais pra se alimentar...mais um animal não pode?,1,1,neutro,neutro
Estou amando maratonar seu canal.,2,1,positivo,neutro
"Deus carai , o.que ele fez ?",1,1,neutro,neutro
"Se pegar pena vai sair em cerca de dois anos por bom comportamento, com um bom advogado até menos tempo se alegar distúrbio cognitivo.",1,1,neutro,neutro
O Senhor Jorge deveria amar esses animais e cuidar como muito zelo delas 😢,1,1,neutro,neutro
"Acho é pouco, sempre torço pra os animais",1,1,neutro,neutro
"A família do seu Jorge tem que procurar um bom advogado pra resolver isto,até pq o Jorge havia pedido conta na fazenda, porém os patrões n conseguiram outro funcionário e o chamaram de volta,ele voltou e infelizmente está tragédia aconteceu,a família do Jorge tem q ir pra cima n pode deixar baixo",1,1,neutro,neutro
"Bom deixarem de mi mi , todo animal  no mato é  Bixo , amenos não  vai  fazer  falta fogo neles .",1,1,neutro,neutro
Valia mi cristo 😢,1,1,neutro,neutro
Isso mesmo Biologo Henrique vc ta certo,2,1,positivo,neutro
Solução compre caixas de foguete  para as onças respeitar teu espaço,1,1,neutro,neutro
Onde já viu isso preservação de assassina comprar um rifle gente mete bala ou muitas gente vai morrer de novo,1,1,neutro,neutro
"Fraquinho, repetindo oque já foi exaustivamente publicado. Perdi meu tempo vendo essa baboseira",0,1,negativo,neutro
Kkkkkkk,1,1,neutro,neutro
num lugar ermo e cheio de onças e o sr jorge sem um bom 38 ou ate mesmo um 357? pois facilitou!,1,1,neutro,neutro
Kd os defensores dos animais vão ficar calado agora?se fosse abatendo uma onça tavam tudo aí de mimi pra prender e aplicar uma multa 😂,1,1,neutro,neutro
"Eu moro dentro do Parque Estadual da Serra do Mar e já vi na estrada que dá acesso a minha chácara duas onças pardas...uma em 2017 por volta das <a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=930"">15:30</a> e a outra em 2020 por volta das <a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=960"">16:00</a>...como bióloga e por conta própria sem vínculo com instituição faço o registro do aparecimento delas e de outros mamíferos carnívoros como meio de observação do território deles. Mas duas vezes que avistei estava dentro do carro e respeitei as normas de segurança para preservar a minha  vida  e do animal. É assim que devemos ser.. conviver com  os animais silvestres sempre respeitando seu habitat.",1,1,neutro,neutro
Depois de cuidar  dela  solta ela  em Brasília,1,1,neutro,neutro
Ele era o meu tio avô irmão da minha avó 😭😭😭😭😭<br><br><br><br><br><br>Não é brincadeira,1,1,neutro,neutro
Levam todos políticos e o STF lá pra elas comerem essas pragas do Brasil,1,1,neutro,neutro
Essa reportagem foi a melhor parabéns,2,2,positivo,positivo
"Minha opinião é que se quem reside na zona rural e tiver uma carabina de calibre grande e forte , ao se deparar com um animal desses não tenha perdão e nem misericórdia pois se for ela não terá essa mesma reação com vcs ...",1,1,neutro,neutro
"Quando eu disse exatamente isso dito nesse vídeo, no dia que aconteceu, eu levei &quot;paulada&quot; pra caramba! Mas é bom saber que eu estava certo!",1,1,neutro,neutro
"Idiotas 😠é lamentável o comentarista ter que falar que onça é um animal selvagem 😠ser humano imbecil!! Deus fez o homem para cuidar dos animais porém tem um espaço entre animais doméstico e selvagem agora ficaram brincando com o perigo  começa de jerico!! Não tenho dó não, procurou achou👉 🐅",1,1,neutro,neutro
"Que bostaa, nada a ver kkkkkkkkkk",0,0,negativo,negativo
O sotaque do narrador do vídeo é horrível.,1,1,neutro,neutro
"Jaime, em que cidade o fato aconteceu?",1,1,neutro,neutro
"Minha solidariedade aos familiares do Sr Jorge!<br>Mais uma coisa é certa, a natureza cobra tudo o que é dela!<br>Vai uma pergunta!<br>Quantos animais selvagens são mortos todos os e ninguém comenta?<br>Sr Jorge foi uma vítima da ganância dos seres humanos e os animais também.",1,1,neutro,neutro
A minha solidariedade e consolo pela família da vítima é muito triste 😢😢❤❤,1,1,neutro,neutro
"​@@VencedordaRoça claro que é, afinal lá nesses fim de mundo é o lugar delas",1,1,neutro,neutro
Eu sou pantaneiro criado no meio da selva e sempre vi onças se distanciarem de humanos. Onças  so atacam humanos para se defender. Eu posso afirmar com certeza que  a vitima desse caso estava tratando a onça  e acreditou ter amansado ela senao ele nao sairia pra fora da casa denoite. Os videos gravados que circulam por ai comprovam o que  estou dizendo. O caso ta mais pra ter acontecido assim: a vitima percebeu que a onça  estava ali e tentou aproximacao dado ao excesso de confianca. So que  a onca nessa situação  esta sempre  em situação  de defeza e a um minimo gesto da vitima o animal atacou. Eu pergunto porque a familia nao disponibilizou o video do ataque ainda? Digo ainda pq esta sob a tutela da policia mas o video não  deixara de ser exibido. Se foi a onca  que matou ela destruiria a vitima no local e so depois ela retornaria para esconder.,1,1,neutro,neutro
"ANIMAL FEROZ, ASSASSINO, ADOTA ESSE ANIMAL.",1,1,neutro,neutro
"Essa fatalidade só  ocorreu pq várias pessoas que pescavam jogavam peixe para ela comer como a onça é um animal oportunista, nesse local ela tinha água ( rio) e os humanos dando peixe para ela quando iam pescar, ela tomou aquele local como seu território e com isso ela não  via seu Jorge como uma ameaça  e aconteceu o ataque ( pq estava com fome) por estar mal acostumada a ter acesso ao alimento de forma fácil. Predadores nao querem gastar emergia demasiada para caçar  se tiver animais que são  mais faceis de predar ( cães, galinhas, bezerros, porcos) ela vai ficar próxima  ao local é  onde pode acontecer um acidente e infelismente uma fatalidade como essa. Esse animal só  foi capturado pq a probabilidade de ela atacar um ser humano novamente pode ser grande.",1,1,neutro,neutro
@@MidianAlborghetti sei  E como eu sei já matei foi 2 na minha fazenda,1,1,neutro,neutro
é simples ela estava com fome.,1,1,neutro,neutro
O cara que se descuidou,1,1,neutro,neutro
Foi uma simulacao estilo Sessao da Tarde.,0,0,negativo,negativo
"Capturar pra que? Ela tá no habitat dela, quem tá invadindo o espaço é o pesqueiro, para de ser burro, a onça sai da mata e vai até aí na sua casa te atacar? Agora o ser humano sai da casa dele, viaja centenas de quilômetros, e se enfia no mato pra matar a onça na casa dela",1,1,neutro,neutro
@@jeannesilva5643  tenho certeza que vão esquecer esse caso e deixar as onças em paz..  CAPTURAR UMA ONÇA DÁ MUITA DOR DE CABEÇA FORA OS GASTOS $$$$,1,1,neutro,neutro
"Não é essa onça, essa está magra como eles mesmos falam, pra quem comeu quase um ser humano inteiro não era pra estar tão debilitada e com tanta fome.... A onça que pegou estava é descansando de barriga cheia esperando a fome bater de novo...",1,1,neutro,neutro
Kkkk😂,1,1,neutro,neutro
Totalmente equivocado esse IA 😂😂😂,0,0,negativo,negativo
Meu Deus 😱,1,1,neutro,neutro
Podia ter evitado.,1,1,neutro,neutro
Onça eu amanso na bala,1,1,neutro,neutro
"Falou tudo, a tendência vai ser essa com certeza!!!",1,1,neutro,neutro
Ta com medo😅😅,1,1,neutro,neutro
"Cade os crentes falando:   deus é lindo né gente, que deus maravilhoso",1,1,neutro,neutro
O senhor gorge facilitou demais  sabia que elas estava rondando  mostrou as pegadas da onça  no vídeo anterior a tragédia ele tinha que estar armado  si ele tá armado pipocava fogo na onça pra si defender  uma espingarda calibre grosso  não pode estar de mãos vazia,1,1,neutro,neutro
Essa onça capturada e magra não deve ser a onça do ataque que estava de barriga cheia.,1,1,neutro,neutro
MORTE TERRÍVEL 😮,1,1,neutro,neutro
"Que Deus  o tenha em bom lugar   meus sentimentos  ,mais tem que ter cuidado  porque  eles estão  em seu habitat  natural são  irracionais  ...",1,1,neutro,neutro
Ela foi atraída pelo cheiro de peixe,1,1,neutro,neutro
"Mora em região com Onça? Compre 2 ou 3 filas Brasileiros. Esses cachorros atacam em conjunto, vigias, percebem as onças a distância, e atacando em conjunto, afugentam as onças. São cachorros onceiros, capazes de defender um rebanho inteiro de bois e ataques de onça.",1,1,neutro,neutro
O homem domina todos os animais na terra  e onça que ataca ser humano vai pra panela .,1,1,neutro,neutro
Pela quantidade de sangue moreu na ora,1,1,neutro,neutro
Animal selvagem não gosta de carne humana,1,1,neutro,neutro
@flora7602  é isso mesmo ...  triste  realidade  😢,1,1,neutro,neutro
E o habitat do ser humano é onde?,1,1,neutro,neutro
Por qual motivo?,1,1,neutro,neutro
Queimam as matas e acaba o alimento delas,1,1,neutro,neutro
"Então abandone sua casa, pois um dia já foi habitat de onça.",1,1,neutro,neutro
"dá muita indignação ver is palpiteiros que aparece por aqui, por que essas pessoas que tá defendendo a onça, não vai lá daqui umas duas semanas esperar por ela no mesmo lugar?🤔",1,1,neutro,neutro
"Hipócrita a alguns meses atrás uns cachorros pitbull mataram um pedreiro,  e não fizeram nenhum sencionalismo .... 2 pesos 3 medidas...",0,1,negativo,neutro
"A onça só estava protegendo o seu território.<br>Muito antes do ser humano chegar ao Brasil, esses animais eram os donos da região.",1,1,neutro,neutro
Cara num mata desse sem nenhuma arma,1,1,neutro,neutro
Vídeo falso,0,0,negativo,negativo
"Não entendi o porquê tirar ela do seu convívio,se ela está magra, é culpa do próprio homem que invade seu habitat natural,as caças estão ficando mais difíceis pra eles, é mais fácil tirar o animal do que freiar o desmatamento na Amazônia 😡😡😡",1,1,neutro,neutro
Se  a onça atacou  o ser humano ela deve ser morta pois pode se acostumar. Com o sangue do ser humano,1,1,neutro,neutro
"Quanta ignorância,<br>Quantas  especulações,<br>Se fazem de tudo e dizem de tudo em busca de audiência e seguidores ...<br>Até q ponto vai um ser humano,não pensa na família do sr. Jorge e nem no proprietário do pesqueiro...<br>Muito conteúdo correto,mais muito conteúdo só pra se manter em alta e tirar proveito com a desgraça alheia",0,1,negativo,neutro
TÊM QUE MOSTRAR PARA O BIÓLOGO HENRIQUE 😮,1,1,neutro,neutro
​@@douglasroberto3192Muito bem 👏👏,1,1,neutro,neutro
"Para q noé foi salvar esses bichinhos ai?, aqui na nossa região também tem algumas rondando por aqui matando animais, vieram junto com as plantações d calipto,e esse papo d q é ambiente delas ,na minha opinião isso não existe,pois Deus fez o mundo,e também nos criou ,a diferença é q nós somos as espécies q c aplimoraram, fizemos nossas melhorias para viver melhor e querendo ou não",1,1,neutro,neutro
"​@@AlziraMarieta-px4puisso é um fato! E não so nas Américas, em todos os espaços desde o início da humanidade... Já que aprendeu a usar a internet, joga no Google a estimativa da população humana atual, do ano 1000 DC, ano 1 DC, 1000 AC e vai poder tirar suas conclusões...",1,1,neutro,neutro
Meu Deus Q tragédia. Meus sentimentos toda família,1,1,neutro,neutro
"Se foi assim eu não sei, mais a simulação foi bem feita.",2,0,positivo,negativo
Com q os miolhos Derli tarva na ponte. e a onça aí carregando ele e ele gritando😅,0,1,negativo,neutro
Deus Conforte A Família Do Seu Jorge E A Onça So Estava Seguindo O Seu Instinto Predador 😔😔,1,1,neutro,neutro
Mentira. Foi de outra maneira.,0,0,negativo,negativo
"Particularmente,  eu estou achando  que  não. Existem  outros quesitos a  se ponderar.",1,1,neutro,neutro
"Se foi uma fêmea cim filhote se prepararem, pq ela ensinou seu filhote a caçar ser humano! Agora serão mãe e filhote que aprenderam que ser humano é uma presa fácil",1,1,neutro,neutro
Não sabe da verdade a gente queria saber se a onça pegou ele aí perto desse lugar mesmo,0,1,negativo,neutro
"Eu pensando aqui um humano é condenado a 30 anos se mantar um ser humano,e um bixo é bem tratado caso mate um ser humano...",1,1,neutro,neutro
"Henrique , comenta a onça que apareceu três vezes já nos arredores de um condomínio em Santana de Parnaíba. Para mim, ela tem fome mas por risco de ataque alguém pode fazer uma besteira com ela, sei lá. Vc acha que a ambiental poderia fazer alguma coisa? Só eu pensei que ela tem fome? Isto não deveria ser um entendimento deles? Fazer um estudo, alimentá-la? Porque parece-me que não podem tirar ela de lá",1,1,neutro,neutro
"Tem a cena real,  as câmeras filmaram. Mas claro que a família não permite divulgação.",1,1,neutro,neutro
TEM QUE COMESAR E NETER FOGO TEM ONCAS DEMAIS,1,1,neutro,neutro
Eu quero saber o caso Jorge e a onça.,1,1,neutro,neutro
Ele tava todo comindo seu canal no YouTube é mentiroso e sem noção vai conta história de caroxinha,0,0,negativo,negativo
Uau😮,1,1,neutro,neutro
Agiram corretamente.,1,1,neutro,neutro
"Achei muito estranho o relato do vídeo, qdo &quot;alegaram que a onça atacou o sr Jorge na cozinha da casa, e o MESMO correu para fora, no quintal para escapar  pelo Rio. Não tem nenhum sentido, essa estória agride nossa inteligência.",0,1,negativo,neutro
nunca subestime a natureza,1,1,neutro,neutro
"@@ThallesEdhuardo , mas quem tem cérebro, nenhuma onça pega! O caseiro, infelizmente, facilitou absolutamente tudo! Sabia, viu os rastros e deixou porta aberta, fala sério!",1,1,neutro,neutro
Queima a sua casa e acaba com suas coisas,1,1,neutro,neutro
"Isso acontece porque muitas vezes é o próprio ser humano, que invade o habitat  natural ,o espaço da onça, que não age por maldade e sim por simples instinto de sobrevivência mesmo!!!!😮😮😮😢😢",1,1,neutro,neutro
"@@TheMariopires1 podes morar na floresta desde que respeite os animais. Os índios vivem com eles e sabem que não devem dar nenhum tipo de alimento fora da cadeia alimentar de qualquer tipo de animal, são sábios! Os da cidade querem dar alimentos para fazer selfies e o feitiço virando contra o feiticeiro",1,1,neutro,neutro
Os bolsominios sao reis das fakes News 😂😂😂😂,1,1,neutro,neutro
"O ATAQUE NÃO FOI FEITO A NOITE, DIZ O SEU CUNHADO,  ENTÃO ESSE CONTEÚDO É ENGANOSO.",0,1,negativo,neutro
"Não se trata do &quot;sabor&quot; da carne, mas a onça aprende que é muito mais facil de predar um ser humano, que uma presa natural..",1,1,neutro,neutro
@@Alan.kkjkj_ Quem criou tudo?,1,1,neutro,neutro
"Infelizmente o seu Jorge confiou demais na onça, se ele estivesse armado teria sobrevivido. Meus sentimentos aos amigos e familiares do seu Jorge!",1,1,neutro,neutro
Nao foi um ataque..<br>Ela o emboscou.,1,1,neutro,neutro
Sim  tem  gue matar a onça  assassino,1,1,neutro,neutro
